character,move_name,alt_names,guard,properties,damage,chip_damage,meter_on_hit,meter_on_whiff,on_hit_advantage,on_hit_effect,on_block,startup,active,recovery,hitstun,blockstun,hitstop,on_pushblock,footer,thumbnail_url,footer_url,move_category,undizzy
FUKUA,M CLONE,"214MK,214 MK,214MK,QCBMK,QCB MK,QCBMK,QCB.MK,CLONE M,M SHADOW,SHADOW M,]M[",Mid,"Projectile, 75% Damage Scaling,
 Hit Grab","[0, 750]",[100],"['0', '2.5']",['2.5'],,Ground Bounce,,"[25, 'X', 8]",[2],[19],,[15],['N/A (6 on block)'],,"['Clones can be delayed by up to 500f by holding the kick button, but doing so slowly drains her health (5.5% of her total health if held for the entire 500f) and she can not die from this damage.\n', 'Fukua can regain this lost health by taunting, hitting with Inevitable Snuggle, and Twice Shy, recovering 20%/33%/55% respectively.\n', 'Clones can be removed by strike attacks but not projectiles. When used as an assist, the clone cannot be removed by strike attacks.\n', 'It is important to note that the second and third shadow in a combo, if used to reset and start another combo, will scale the combo greatly.']",https://wiki.gbl.gg/images/e/e6/SG_fuk_qcbk_hb.png,https://wiki.gbl.gg/images/9/90/SG_fuk_qcbmk_fd.png,SPECIAL_MOVE,20.0
FUKUA,H CLONE,"214HK,214 HK,214HK,QCBHK,QCB HK,QCBHK,QCB.HK,214K,214 K,214K,QCBK,QCB K,QCBK,QCB.K,CLONE H,H SHADOW,SHADOW H,CLONE,SHADOW,]H[",High,"Projectile, 70% Damage Scaling",[600],,['4.15'],['2.5'],,Ground Bounce,,"[25, 'X', 8]",[3],[19],[18],[14],['14 (8 on block)'],,"['Clones can be delayed by up to 500f by holding the kick button, but doing so slowly drains her health (5.5% of her total health if held for the entire 500f) and she can not die from this damage.\n', 'Fukua can regain this lost health by taunting, hitting with Inevitable Snuggle, and Twice Shy, recovering 20%/33%/55% respectively.\n', 'Clones can be removed by strike attacks but not projectiles. When used as an assist, the clone cannot be removed by strike attacks.\n', 'It is important to note that the second and third shadow in a combo, if used to reset and start another combo, will scale the combo greatly.']",https://wiki.gbl.gg/images/e/e6/SG_fuk_qcbk_hb.png,https://wiki.gbl.gg/images/1/1a/SG_fuk_qcbhk_fd.png,SPECIAL_MOVE,20.0
FUKUA,L DRILL,"236LK,236 LK,236LK,QCFLK,QCF LK,QCFLK,QCF.LK,DRILL L",Mid,,"[350, 350, 350]","[100, 100, 100]","['2.5714', '2.5714', '2.5714']",['2.5'],5.0,,-2,[10],[12],[24],"[20, 20, 30]","[22, 22, 22]","[1, 1, 8]",,[],https://wiki.gbl.gg/images/0/0f/SG_fuk_qcfk_hb.png,https://wiki.gbl.gg/images/f/f1/SG_fuk_qcflk_fd.png,SPECIAL_MOVE,20.0
FUKUA,M DRILL,"236MK,236 MK,236MK,QCFMK,QCF MK,QCFMK,QCF.MK,DRILL M",Mid,,"[300, 300, 300, 500]","[100, 100, 100, 100]","['2.5714', '2.5714', '2.5714', '2.5714']",['2.5'],4.0,,-5,[14],[17],[25],"[21, 21, 21, 30]","[22, 22, 22, 20]","[1, 1, 1, 10]",,[],https://wiki.gbl.gg/images/0/0f/SG_fuk_qcfk_hb.png,https://wiki.gbl.gg/images/3/3f/SG_fuk_qcfmk_fd.png,SPECIAL_MOVE,20.0
FUKUA,H DRILL,"236HK,236 HK,236HK,QCFHK,QCF HK,QCFHK,QCF.HK,236K,236 K,236K,QCFK,QCF K,QCFK,QCF.K,DRILL H,DRILL",Mid,Invuln. (Strike),"[300, 300, 300, 300, 600]","[100, 100, 100, 100, 100]","['2.5714', '2.5714', '2.5714', '2.5714', '2.5714']",['2.5'],0.0,,-14,[18],[22],[32],"[22, 22, 22, 22, 33]","[22, 22, 22, 22, 18]","[1, 1, 1, 1, 10]",,"['Decent reversal and AC, but has NO invincibility when used as an Assist action.']",https://wiki.gbl.gg/images/0/0f/SG_fuk_qcfk_hb.png,https://wiki.gbl.gg/images/8/8b/SG_fuk_qcfhk_fd.png,SPECIAL_MOVE,20.0
FUKUA,TENDER EMBRACE,"236LPLK,236 LPLK,236LPLK,QCFLPLK,QCF LPLK,QCFLPLK,QCF.LPLK,236LPLK,236 LPLK,236LPLK,QCFLPLK,QCF LPLK,QCFLPLK,QCF.LPLK,236THROW,236 THROW,236THROW,QCFTHROW,QCF THROW,QCFTHROW,QCF.THROW,236GRAB,236 GRAB,236GRAB,QCFGRAB,QCF GRAB,QCFGRAB,QCF.GRAB,EMBRACE,COMMAND GRAB,CMD GRAB,TENDER",Command Grab,55% Damage Scaling,"[0, 300, 300, 1100]",,"['0', '7', '7', '7']",['0'],,KD,,[8],[2],[34],,,,,"['Fast version of her command grab, but throws the opponent far away which requires a set Clone or BFF super to confirm midscreen.']",https://wiki.gbl.gg/images/d/d9/SG_fuk_qcfthrow_hb.png,https://wiki.gbl.gg/images/c/c7/SG_fuk_qcfthrow_fd.png,SPECIAL_MOVE,20.0
FUKUA,INEVITABLE SNUGGLE,"214LPLK,214 LPLK,214LPLK,QCBLPLK,QCB LPLK,QCBLPLK,QCB.LPLK,214LPLK,214 LPLK,214LPLK,QCBLPLK,QCB LPLK,QCBLPLK,QCB.LPLK,214LKLP,214 LKLP,214LKLP,QCBLKLP,QCB LKLP,QCBLKLP,QCB.LKLP,214LKLP,214 LKLP,214LKLP,QCBLKLP,QCB LKLP,QCBLKLP,QCB.LKLP,214THROW,214 THROW,214THROW,QCBTHROW,QCB THROW,QCBTHROW,QCB.THROW,214GRAB,214 GRAB,214GRAB,QCBGRAB,QCB GRAB,QCBGRAB,QCB.GRAB,214PK,SNUGGLE",Command Grab,"Armor (7 hits),
 55% Damage Scaling","[0, 300, 300, 1100]",,"['0', '7', '7', '7']",['0'],,KD,,[31],[2],[43],,,,,"['Almost the same as Tender Embrace, except this move has longer startup, has 7 hits of armor, and leaves the opponent closer to Fukua, allowing for easier follow']",https://wiki.gbl.gg/images/1/13/SG_fuk_qcbthrow_hb.png,https://wiki.gbl.gg/images/1/13/SG_fuk_qcbthrow_fd.png,SPECIAL_MOVE,20.0
FUKUA,BLOWN KISS,"236PP,236 PP,236PP,QCFPP,QCF PP,QCFPP,FIREBALL SUPER",Mid,"Projectile,
 Invuln. (Full) (1 frame before flash)","[900, 600, 600, 600]","[205, 205, 205, 205]",['-100'],,,KD,0,['5  6'],['--'],[50],"[26, 26, 26, 26]","[29, 29, 29, 29]","['(5)', 16, 16, 16, '16(2', 2, 2, '2onblock)']",,[],https://wiki.gbl.gg/images/e/ea/SG_fuk_qcfpp_hb.png,https://wiki.gbl.gg/images/1/1c/SG_fuk_qcfpp_fd.png,SUPER,0.0
FUKUA,BLOWN KISS AIR,"J236PP,J236 PP,J236PP,JQCFPP,JQCF PP,JQCFPP,J.236PP,J.236 PP,J.236PP,J.QCFPP,J.QCF PP,J.QCFPP,J 236PP,J 236 PP,J 236PP,J QCFPP,J QCF PP,J QCFPP,JUMPING 236PP,JUMPING 236 PP,JUMPING 236PP,JUMPING QCFPP,JUMPING QCF PP,JUMPING QCFPP,AIR FIREBALL SUPER",Mid,"Projectile,
 Invuln. (Full) (1 frame before flash)","[900, 600, 600, 600]","[205, 205, 205, 205]",['-100'],,,KD,,['8  4'],['(Until ground) OR --'],[43],"[26, 26, 26, 26]","[29, 29, 29, 29]","['(4)', 16, 16, 16, '16(2', 2, 2, '2onblock)']",,['Trajectory of Blown Kiss (Air) is affected by buttons held: LP+MP is similar to L Dart but at a slightly outward angle. MP+HP being similar to M Dart. And LP+HP is straight forward.'],https://wiki.gbl.gg/images/e/ea/SG_fuk_qcfpp_hb.png,https://wiki.gbl.gg/images/b/b8/SG_fuk_jqcfpp_fd.png,SUPER,0.0
FUKUA,DRILL OF MY DREAMS,"236KK,236 KK,236KK,QCFKK,QCF KK,QCFKK,DRILL SUPER,SUPER DRILL",Mid,Invuln. (Full) (1 frame before flash),"[350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 400]","[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]",['-100'],,,KD,-36,['5  3'],[25],[37],"[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['(5)', 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, '20(1', 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, '20Onblock)']",,[],https://wiki.gbl.gg/images/f/f4/SG_fuk_qcfkk_hb.png,https://wiki.gbl.gg/images/2/25/SG_fuk_qcfkk_fd.png,SUPER,0.0
FUKUA,DRILL OF MY DREAMS AIR,"J236KK,J236 KK,J236KK,JQCFKK,JQCF KK,JQCFKK,J.236KK,J.236 KK,J.236KK,J.QCFKK,J.QCF KK,J.QCFKK,J 236KK,J 236 KK,J 236KK,J QCFKK,J QCF KK,J QCFKK,JUMPING 236KK,JUMPING 236 KK,JUMPING 236KK,JUMPING QCFKK,JUMPING QCF KK,JUMPING QCFKK,AIR SUPER DRILL,AIR DRILL SUPER",Mid,Invuln. (Full) (1 frame before flash),"['275xN', 400]",['75xN'],['-100'],,,Ground Bounce,-16,['5  3'],"['(Until ground)', 1]",[30],"['25xn', 18]",['21xn'],"['(5)', '3xn', '20(1', 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, '12Onblock)']",,['Air version does more hits the more she travels. Using it higher up = more damage.'],https://wiki.gbl.gg/images/f/f4/SG_fuk_qcfkk_hb.png,https://wiki.gbl.gg/images/7/78/SG_fuk_jqcfkk_fd.png,SUPER,0.0
FUKUA,BEST FRIENDS FOREVER,"214KK,214 KK,214KK,QCBKK,QCB KK,QCBKK,BFF",Mid,"Invuln. (Full),
 50% Damage Scaling","[200, 2300]",[100],['-100'],,,Crumple OR Soft KD,-23,['29 OR 34*  6'],[15],[35],"[35, 15]",[24],"['(8)', 58, '20 (1 on Block)']",,"[""Less start up when DHC'd into, skips preflash animation. When a throw WHIFFS through the invuln start up, the move receives extra start up to prevent it from counter hitting throws.""]",https://wiki.gbl.gg/images/f/fe/SG_fuk_qcbkk_hb.png,https://wiki.gbl.gg/images/5/55/SG_fuk_qcbkk_fd.png,SUPER,0.0
FUKUA,TWICE SHY,"214PP,214 PP,214PP,QCBPP,QCB PP,QCBPP,LEVEL 3,LEVEL3,LVL 3,LVL3,LV3,LV 3",Mid,"Invuln. (Full),
45% Min. Scaling,
 Hit Grab","[2300, 600, 2000]",[300],['-300'],,,Wall Splat,-37,['4  2'],[1],[61],,[23],['(3) N/A (8 on block)'],,"['Hitgrab, so it will break armor. Massive hitbox.']",https://wiki.gbl.gg/images/b/b5/SG_fuk_qcbpp_hb.png,https://wiki.gbl.gg/images/5/5b/SG_fuk_qcbpp_fd.png,SUPER,0.0
FUKUA,HEAD OVER HEELS,"360,LEVEL 5,LEVEL5,LVL5,LVL 5,LV5,LV 5",Command Grab,"Invuln. (Full),
 200% Damage Scaling","[0, 0, 3000]",,['-500'],,,KD,,['5  0'],[2],[39],,,[1],,"['Command grab that decreases scaling on the combo following to 200%, meaning the first hit after it in the combo will do double damage.\n', 'Restores OTG if used in a combo (stagger).']",https://wiki.gbl.gg/images/2/2f/SG_fuk_360_hb.png,https://wiki.gbl.gg/images/1/11/SG_fuk_360_fd.png,SUPER,0.0
FUKUA,TAUNT,nan,,,,,,,,,,,,[87],,,,,"['Heals 20% of life drained from shadows, and gives her opponent 4% meter.']",https://wiki.gbl.gg/images/3/37/SG_fuk_taunt.png,,TAUNT,0.0
FUKUA,ASSIST RECOVERY,"ASSIST,ASSIST TAUNT",,,,,,,,,,,,[33],,,,,"['Amount of time it takes for the character to turn invulnerable after they finish performing their assist action.\n', 'Longer recovery → more time to punish the assist.']",https://wiki.gbl.gg/images/2/25/SG_fuk_assist.png,,ASSIST_RECOVERY,
MS. FORTUNE,5LP,"LP,SLP,S.LP,5.LP,JAB,STANDING LP,STAND LP,STANDING JAB,STAND JAB",Mid,Chains Into Self,['225 / 250'],,['2.50'],,4.0,,5,[5],[2],[12],[17],[18],[7],,"[""Best jab in the game. Amazing hitbox, and it's tied for the fastest at 5F start up with Filia.\n"", 'Chains into itself for a second hit.']",https://wiki.gbl.gg/images/4/40/SG_msf_slp_hb.png,https://wiki.gbl.gg/images/8/8f/SG_msf_slp_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,5MP,"MP,SMP,S.MP,5.MP,STRONG,STANDING STRONG,STAND STRONG,STANDING MP,STAND MP",Mid,,"[115, 115, 115, 115, 400]","[25, 25, 25, 25, 50]","['2.25', '2.25', '2.25', '2.25', '2.25']",,-6.0,,-7,[12],"[3, 3, 3, 3, 8]",[22],"[21, 21, 21, 21, 22]","[20, 20, 20, 20, 21]","[1, 1, 1, 1, 9]",,['The only normal to cause chip damage.'],https://wiki.gbl.gg/images/a/a8/SG_msf_smp_hb.png,https://wiki.gbl.gg/images/9/91/SG_msf_smp_fd.png,MEDIUM_NORMAL,20.0
MS. FORTUNE,HEADLESS 5MP,"HEADLESS SMP,HEADLESS S.MP,HEADLESS 5.MP,HEADLESS STRONG,SMP HEADLESS,S.MP HEADLESS,5.MP HEADLESS,STRONG HEADLESS,5MP HEADLESS",Mid,,[600],,['7.50'],,0.0,,1,[9],[2],[20],[20],[22],[9],,[],https://wiki.gbl.gg/images/c/cd/SG_msf_smp_hl_hb.png,https://wiki.gbl.gg/images/7/78/SG_msf_smp_hl_fd.png,SPECIAL_MOVE,20.0
MS. FORTUNE,5HP,"HP,S.HP,SHP,5.HP,FIERCE,STAND FIERCE,STANDING FIERCE,STAND HP,STANDING HP",Mid,,[1000],,['10'],,0.0,,-8,[14],[4],[25],[28],[19],[12],,[],https://wiki.gbl.gg/images/7/73/SG_msf_shp_hb.png,https://wiki.gbl.gg/images/1/1a/SG_msf_shp_fd.png,HEAVY_NORMAL,30.0
MS. FORTUNE,5LK,"LK,SLK,S.LK,5.LK,SHORT,STANDING SHORT,STAND SHORT,STANDING LK,STAND LK",Mid,,['315 / 350'],,['2.50'],,-2.0,,-1,[10],[2],[19],[17],[18],[7],,[],https://wiki.gbl.gg/images/d/da/SG_msf_slk_hb.png,https://wiki.gbl.gg/images/5/55/SG_msf_slk_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,5MK,"MK,SMK,S.MK,5.MK,FORWARD,STAND FORWARD,STANDING FORWARD,STAND MK,STANDING MK",Mid,,"[270, '360 / 300', 400]",,"['3.75', '3.75']",,0.0,,-2,[13],"[2, '(8)', 3]",[22],"[18, 23]","[19, 21]","[5, 9]",,['2 hitting confirm move.'],https://wiki.gbl.gg/images/a/a4/SG_msf_smk_hb.png,https://wiki.gbl.gg/images/d/d4/SG_msf_smk_fd.png,MEDIUM_NORMAL,20.0
MS. FORTUNE,5HK,"HK,SHK,S.HK,5.HK,ROUNDHOUSE,ROUND HOUSE,STAND ROUND HOUSE,STANDING ROUNDHOUSE,STAND ROUNDHOUSE,STANDING ROUND HOUSE,STAND HK,STANDING HK",Mid,,"[270, 315, 540]",,"['3.33', '3.33', '3.33']",,3.0,,-5,[16],"[3, '(7)', 3, '(7)', 3]",[23],"[23, 23, 28]","[18, 18, 19]","[3, 3, 11]",,['3 hitting confirm move.'],https://wiki.gbl.gg/images/d/d1/SG_msf_shk_hb.png,https://wiki.gbl.gg/images/c/c5/SG_msf_shk_fd.png,HEAVY_NORMAL,30.0
MS. FORTUNE,HEADLESS 5HK,"HEADLESS SHK,HEADLESS S.HK,HEADLESS 5.HK,HEADLESS ROUNDHOUSE,SHK HEADLESS,S.HK HEADLESS,5.HK HEADLESS,ROUNDHOUSE HEADLESS,5HK HEADLESS",Mid,Launcher,[1050],,['10'],,-4.0,,-12,[15],[2],[33],[29],[21],[12],,"[""Headless Ms. Fortune's launcher.""]",https://wiki.gbl.gg/images/4/4f/SG_msf_shk_hl_hb.png,https://wiki.gbl.gg/images/7/7e/SG_msf_shk_hl_fd.png,SPECIAL_MOVE,20.0
MS. FORTUNE,2LP,"CLP,C.LP,2.LP,CRLP,CR.LP,CROUCHING JAB,CROUCH JAB,CROUCHING LP,CROUCH LP",Mid,Chains Into Self,['225 / 250'],,['2.50'],,3.0,,4,[6],[2],[13],[17],[18],[7],,"['See ""2LP x2""\n', 'Ms. Fortune is extremely small when performing this move, and numerous attacks will fly over her head.']",https://wiki.gbl.gg/images/a/a9/SG_msf_clp_hb.png,https://wiki.gbl.gg/images/9/97/SG_msf_clp1_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,2LP X2,"2.LP X2,C.LP X2,CLP X2,2LP 2ND,2.LP 2ND,C.LP 2ND,CLP 2ND",Mid,,['225 / 250'],,['2.50'],,3.0,,4,[8],[2],[13],[17],[18],[7],,"['Ms. Fortune is extremely small when performing this move, and numerous attacks will fly over her head.']",https://wiki.gbl.gg/images/a/a9/SG_msf_clp_hb.png,https://wiki.gbl.gg/images/d/d1/SG_msf_clp2_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,2MP,"CMP,C.MP,2.MP,CR.MP,CRMP,CROUCHING STRONG,CROUCH STRONG,CROUCHING MP,CROUCH MP",Mid,,['383 / 425'],,['7.50'],,-4.0,,-7,[11],[3],[24],[21],[18],[9],,[],https://wiki.gbl.gg/images/3/35/SG_msf_cmp_hb.png,https://wiki.gbl.gg/images/e/e0/SG_msf_cmp_fd.png,MEDIUM_NORMAL,20.0
MS. FORTUNE,2HP,"CHP,C.HP,2.HP,CRHP,CR.HP,CROUCH FIERCE,CROUCHING FIERCE,CROUCH HP,CROUCHING HP",Mid,Launcher,[1000],,['10'],,-3.0,,-11,[15],[3],[31],[29],[21],[12],,['Head on launcher move.'],https://wiki.gbl.gg/images/1/10/SG_msf_chp_hb.png,https://wiki.gbl.gg/images/1/1a/SG_msf_chp_fd.png,HEAVY_NORMAL,30.0
MS. FORTUNE,2LK,"CLK,C.LK,2.LK,CR.LK,CRLK,CROUCH SHORT,CROUCHING SHORT,CROUCH LK,CROUCHING LK",Low,,['248 / 275'],,['2.50'],,4.0,,0,[8],[2],[11],[16],[14],[7],,[],https://wiki.gbl.gg/images/7/70/SG_msf_clk_hb.png,https://wiki.gbl.gg/images/3/3d/SG_msf_clk_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,2MK,"CMK,C.MK,2.MK,CRMK,CR.MK,CROUCHING FORWARD,CROUCH FORWARD,CROUCHING MK,CROUCH MK",Mid,,['405 / 450'],,['7.50'],,1.0,,-2,[11],[3],[20],[23],[19],[9],,[],https://wiki.gbl.gg/images/a/ab/SG_msf_cmk_hb.png,https://wiki.gbl.gg/images/f/ff/SG_msf_cmk_fd.png,MEDIUM_NORMAL,20.0
MS. FORTUNE,2HK,"CHK,C.HK,2.HK,CR.HK,CRHK,CROUCH ROUNDHOUSE,CROUCH ROUND HOUSE,CROUCHING ROUND HOUSE,CROUCHING ROUNDHOUSE,CROUCH HK,CROUCHING HK,SWEEP",Low,Sweep,"[315, '765 / 350', 850]",,"['5', '5']",,,"Soft KD, Soft KD (Invuln.)",-9,[13],"[3, '(10)', 3]",[25],"[13, 14]","[16, 17]","[9, 11]",,"['Gives an invulnerable soft knockdown on the second hit only. The first hit causes a knockdown that gives the opponent an immediate ground recovery but still leaves the opponent fully vulnerable before touching the ground. \n', 'You can cancel the first hit into a special to combo, while the first hit will still break armor and have sweep properties.']",https://wiki.gbl.gg/images/1/14/SG_msf_chk_hb.png,https://wiki.gbl.gg/images/3/34/SG_msf_chk_fd.png,HEAVY_NORMAL,30.0
MS. FORTUNE,JLP,"J.LP,J LP,JUMP JLP,JUMPING JLP,JUMP LP,JUMPING LP,JUMP JAB",High,,['225 / 250'],,['2.50'],,1.0,,0,[6],[3],[16],[19],[18],[7],,['Tied for fastest air normal in the game. The hitbox hits behind Fortune. Great reset and cross'],https://wiki.gbl.gg/images/4/49/SG_msf_jlp_hb.png,https://wiki.gbl.gg/images/2/26/SG_msf_jlp_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,JMP,"J.MP,J MP,JUMP JMP,JUMPING JMP,JUMP MP,JUMPING MP,JUMP STRONG",High,,['360 / 400'],,['7.50'],,3.0,,3,[11],[3],[15],[20],[20],[9],,[],https://wiki.gbl.gg/images/7/76/SG_msf_jmp_hb.png,https://wiki.gbl.gg/images/a/a4/SG_msf_jmp_fd.png,MEDIUM_NORMAL,20.0
MS. FORTUNE,JHP,"J.HP,J HP,JUMP HP,JUMP JHP,JUMPING HP,JUMPING JHP,JUMP FIERCE",High,,[775],,['10'],,1.0,,-1,[12],[3],[18],[21],[18],[11],,[],https://wiki.gbl.gg/images/e/ef/SG_msf_jhp_hb.png,https://wiki.gbl.gg/images/2/25/SG_msf_jhp_fd.png,HEAVY_NORMAL,30.0
MS. FORTUNE,JLK,"J.LK,J LK,JUMP JLK,JUMPING JLK,JUMP LK,JUMPING LK,JUMP SHORT",High,,['270 / 300'],,['2.50'],,8.0,,6,[8],[2],[11],[20],[18],[7],,['Reliable IAD normal.'],https://wiki.gbl.gg/images/3/32/SG_msf_jlk_hb.png,https://wiki.gbl.gg/images/6/68/SG_msf_jlk_fd.png,LIGHT_NORMAL,15.0
MS. FORTUNE,JMK,"J.MK,J MK,JUMP JMK,JUMPING JMK,JUMP MK,JUMPING MK,JUMP FORWARD",High,,"[270, '360 / 300', 400]",,"['3.75', '3.75']",,7.0,,10,[11],"[3, '(13)', 3]",[12],"[17, 21]","[20, 24]","[6, 10]",,['Alters her air momentum to keep her in the air for a bit.'],https://wiki.gbl.gg/images/6/66/SG_msf_jmk_hb.png,https://wiki.gbl.gg/images/c/cd/SG_msf_jmk_fd.png,MEDIUM_NORMAL,20.0
MS. FORTUNE,JHK,"J.HK,J HK,JUMP JHK,JUMPING JHK,JUMP HK,JUMPING HK,JUMP ROUNDHOUSE",High,,['855 / 950'],,['10'],,,"Soft KD (vs air),
 KD (vs air, chained into)",-1,[15],[5],[13],[23],[22],[12],,"['When used outside of a chain combo, causes a soft KD against aerial opponents, allowing an immediate ground recovery.']",https://wiki.gbl.gg/images/b/b9/SG_msf_jhk_hb.png,https://wiki.gbl.gg/images/3/32/SG_msf_jhk_fd.png,HEAVY_NORMAL,30.0
MS. FORTUNE,THROW,"LPLK,LPLK,GRAB",Throw,50% Damage Scaling,"[0, 100, 100, 100, 100, 100, 300]",,"['0', '3.6', '3.6', '3.6', '3.6', '3.6', '0']",,,KD,,[7],[1],[28],,,,,[],https://wiki.gbl.gg/images/8/85/SG_msf_throw_hb.png,https://wiki.gbl.gg/images/1/11/SG_msf_throw_fd.png,THROW,0.0
MS. FORTUNE,AIR THROW,"JLPJLK,AT,JLPLK,J.LPLK,J.LPLK,AIR GRAB,AIRGRAB,AIRTHROW,JLPLK,JLKLP,JTHROW",Air Throw,"50% Damage Scaling,
 Airdash Cancel","[0, 1000]",,"['0', '15']",,,KD,,[7],[3],[19],,,,,[],https://wiki.gbl.gg/images/4/4c/SG_msf_airthrow_hb.png,https://wiki.gbl.gg/images/6/64/SG_msf_airthrow_fd.png,AIR_THROW,0.0
MS. FORTUNE,TAG IN,"TAG,RAW TAG,RAWTAG,TAG OUT",Mid,Tag,[500],,['2.50'],,,KD,-22 (At best),[20],[22],[49],[23],[17],['(9) 9'],,"['Ms. Fortune tags in head first, catching and reattaching her head as it bounces off the opponent from the attack. \n', 'There is no attack from the body when tagging in Headless, but commands for head attacks will work as soon as Ms. Fortune becomes the point character. \n', 'Head']",https://wiki.gbl.gg/images/a/a1/SG_msf_tag_hb.png,https://wiki.gbl.gg/images/f/f1/SG_msf_tag_fd.png,TAG,
MS. FORTUNE,SNAPBACK,"OUTTAKE,SNAP,SNAP BACK",Mid,Snapback,[0],,['-100'],,,,-24,['12  3'],"[1, '(5)*', '49*']",[42],[14],[17],[13],,"['If Ms. Fortune hits her own head with her snapback, the head bounces across the screen extremely quickly for multiple hits and will still counts as a snapback.\n', ""If Ms. Fortune gets hit by a snapback with her Head On, she'll drop her head and leave it on screen.""]",https://wiki.gbl.gg/images/7/77/SG_msf_snap_hb.png,https://wiki.gbl.gg/images/c/c1/SG_msf_snap_fd.png,SNAP,
MS. FORTUNE,L CAT SCRATCH,"236LP,236 LP,236LP,QCFLP,QCF LP,QCFLP,QCF.LP,CAT SCRATCH L,SCRATCH L,REKKA L",Mid,,[300],['100) → 350 (100) → 950 (150'],['9→9→9'],['2.5'],,3 → -3 → KD,0 → -5 → -7,['14 → 12 → 15'],['3 → 3 → 4'],['19 → 24 → 27'],['24 → 23 → 28'],['22 → 21 → 23'],['9 → 9 → 11'],,"['While head', 'For full details of frame data charts, check the wiki:\n\nhttps://wiki.gbl.gg/w/Skullgirls/Ms._Fortune#Specials']",https://wiki.gbl.gg/images/2/27/SG_msf_qcfp_hb.png,https://wiki.gbl.gg/images/3/35/SG_msf_qcflp3_fd.png,SPECIAL_MOVE,20.0
MS. FORTUNE,M CAT SCRATCH,"236MP,236 MP,236MP,QCFMP,QCF MP,QCFMP,QCF.MP,CAT SCRATCH M,SCRATCH M,REKKA M",Mid,,[350],['100) → 400 (100) → 1100 (150'],['9→9→9'],['2.5'],,-3 → -7 → KD,-8 → -10 → -7,['19 → 16 → 17'],['4 → 3 → 4'],['27 → 30 → 28'],['27 → 25 → 28'],['22 → 22 → 24'],['10 → 10 → 11'],,"['While head', 'For full details of frame data charts, check the wiki:\n\nhttps://wiki.gbl.gg/w/Skullgirls/Ms._Fortune#Specials']",https://wiki.gbl.gg/images/2/27/SG_msf_qcfp_hb.png,https://wiki.gbl.gg/images/2/20/SG_msf_qcfmp3_fd.png,SPECIAL_MOVE,20.0
MS. FORTUNE,H CAT SCRATCH,"236HP,236 HP,236HP,QCFHP,QCF HP,QCFHP,QCF.HP,CAT SCRATCH H,SCRATCH H,REKKA H,REKKA,SCRATCH,CAT SCRATCH",Mid,,[400],['100) → 450 (100) → 1250 (150'],['9→9→9'],['2.5'],,-2 → -9 → KD,-9 → -13 → -8,['23 → 20 → 20'],['4 → 3 → 4'],['29 → 34 → 30'],['30 → 27 → 28'],['23 → 23 → 25'],['11 → 10 → 12'],,"['While head', 'For full details of frame data charts, check the wiki:\n\nhttps://wiki.gbl.gg/w/Skullgirls/Ms._Fortune#Specials']",https://wiki.gbl.gg/images/2/27/SG_msf_qcfp_hb.png,https://wiki.gbl.gg/images/d/da/SG_msf_qcfhp3_fd.png,SPECIAL_MOVE,20.0
MS. FORTUNE,EL GATO CAT SCRATCH,"CAT SCRATCH EL GATO,GATO CAT SCRATCH,REKKA EL GATO,REKKA GATO,REKKA OVERHEAD",High,,[1100],[100],['9'],['2.5'],,Ground Bounce,1,[30],[3],[17],[26],[20],[12],,['Hits high and will not combo from any hit or any version of Cat Scratch. +1 on block but can be jabbed before it comes out. You can OTG after into a full combo.'],https://wiki.gbl.gg/images/3/30/SG_msf_rekkak_hb.png,https://wiki.gbl.gg/images/4/4b/SG_msf_rekkak_fd.png,SPECIAL_MOVE,20.0
